tweet_id,text_check,dog_picture_url,tweet_web_url,favourite_count,retweet_count,retweet_status_id_api
892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,http://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,https://twitter.com/dog_rates/status/892420643555336193/photo/1,37434,8138,None
892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",http://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,https://twitter.com/dog_rates/status/892177421306343426/photo/1,32164,6029,None
891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,http://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,https://twitter.com/dog_rates/status/891815181378084864/photo/1,24251,3991,None
891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,http://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,https://twitter.com/dog_rates/status/891689557279858688/photo/1,40731,8304,None
891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",http://pbs.twimg.com/media/DF6hr6AVYAAZ8G8.jpg,https://twitter.com/dog_rates/status/891327558926688256/photo/1,38968,8992,None
891087950875897856,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,http://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,https://twitter.com/dog_rates/status/891087950875897856/photo/1,19575,2985,None
890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",http://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,https://twitter.com/dog_rates/status/890971913173991426/photo/1,11437,1979,None
890729181411237888,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,http://pbs.twimg.com/media/DFyBag_UQAAhhBC.jpg,https://twitter.com/dog_rates/status/890729181411237888/photo/1,63112,18106,None
890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,http://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,https://twitter.com/dog_rates/status/890609185150312448/photo/1,26940,4098,None
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,http://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,https://twitter.com/dog_rates/status/890240255349198849/photo/1,30873,7078,None
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,http://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,https://twitter.com/dog_rates/status/890006608113172480/photo/1,29685,7033,None
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,http://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,https://twitter.com/dog_rates/status/889880896479866881/photo/1,26938,4783,None
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,http://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,https://twitter.com/dog_rates/status/889665388333682689/photo/1,46509,9627,None
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,http://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,https://twitter.com/dog_rates/status/889638837579907072/photo/1,26212,4350,None
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,http://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,https://twitter.com/dog_rates/status/889531135344209921/photo/1,14628,2163,None
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,http://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,https://twitter.com/dog_rates/status/889278841981685760/video/1,24423,5162,None
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,http://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,https://twitter.com/dog_rates/status/888917238123831296/photo/1,28166,4330,None
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,http://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,https://twitter.com/dog_rates/status/888804989199671297/photo/1,24745,4107,None
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,http://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg,https://twitter.com/dog_rates/status/888554962724278272/photo/1,19173,3388,None
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,http://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,https://twitter.com/dog_rates/status/888078434458587136/photo/1,21056,3342,None
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,http://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,https://twitter.com/dog_rates/status/887705289381826560/photo/1,29200,5165,None
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,http://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,https://twitter.com/dog_rates/status/887517139158093824/video/1,44809,11232,None
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,http://pbs.twimg.com/media/DFDw2tsUAAEw7XW.jpg,https://twitter.com/dog_rates/status/887473957103951883/photo/1,66651,17422,None
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,http://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,https://twitter.com/dog_rates/status/887343217045368832/video/1,32572,10014,None
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,http://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,https://twitter.com/dog_rates/status/887101392804085760/photo/1,29581,5723,None
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,http://pbs.twimg.com/media/DE8yicKXoAAnSF8.jpg,https://twitter.com/dog_rates/status/886983233522544640/photo/1,33959,7433,None
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",http://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,https://twitter.com/dog_rates/status/886736880519319552/photo/1,11636,3130,None
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,http://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,https://twitter.com/dog_rates/status/886680336477933568/photo/1,21699,4282,None
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,http://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,https://twitter.com/dog_rates/status/886366144734445568/photo/1,20483,3071,None
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,None,https://twitter.com/dog_rates/status/830583320585068544/photo/1,116,4,None
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,http://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,https://twitter.com/dog_rates/status/886258384151887873/photo/1,27063,6056,None
